DiscourseUnit_id	DiscourseUnit_text	DiscourseUnit_date	Protocol	LinguisticVariant	ActorType	Source_url	Source_type	Platform	Concept_name	Concept_description	Risk_name	Risk_description	ConsumerProtectionMeasure_name	ConsumerProtectionMeasure_description	ActionableForesight_name	ActionableForesight_description	ConsumerProtectionPrinciples
249ca69a0ad96199	rsETH Incident: WETH LTV Restoration Across V3 Instances Vote Result : YES Rationale This proposal seeks to restore WETH Loan-to-Value ratios across six Aave V3 deployments to their pre-exploit levels, following the substantial recovery of unbacked rsETH supply and the securing of De...	2026-06-01	Aave v3	LTV	Operator	https://governance.aave.com/t/16780/583	Forum	Ethereum	Liquidation technical register	Abbreviation for loan-to-value, a core borrowing and liquidation risk parameter.	ForcedLiquidationRisk	Risk that an undercollateralized borrowing position is automatically closed, causing asset loss or penalties.	LiquidationRiskDisclosure; CollateralHealthWarning; SuitabilityWarning	Explain liquidation mechanics and penalties; Warn when collateral position approaches unsafe thresholds; Assess whether borrowing exposure fits user risk profile	LiquidationThresholdMonitoring; CollateralStressTesting; DeleveragingSignal	Monitor positions near liquidation; Simulate collateral price shocks; Suggest debt repayment or collateral reinforcement decisions	4. Financial Literacy and Awareness; 6. Equitable and Fair Treatment of Consumers; 7. Disclosure and Transparency; 8. Quality Financial Products; 9. Responsible Business Conduct and Culture of Financial Services Providers and Intermediaries
da17d1606494c4bd	Title: [ARFC] Stablecoin Harmonization and Asset Parameters Optimization Authors: @ACI (Aave Chan Initiative) Created: 2024-01-03 Simple Summary This ARFC proposes focusing stablecoin collateral usage on USDT and USDC while setting LTV to zero for less-trafficked stablecoins and long-tail assets....	2024-03-01	Aave v3	LTV	Operator	https://governance.aave.com/t/16802/1	Forum	Ethereum	Liquidation technical register	Abbreviation for loan-to-value, a core borrowing and liquidation risk parameter.	ForcedLiquidationRisk	Risk that an undercollateralized borrowing position is automatically closed, causing asset loss or penalties.	LiquidationRiskDisclosure; CollateralHealthWarning; SuitabilityWarning	Explain liquidation mechanics and penalties; Warn when collateral position approaches unsafe thresholds; Assess whether borrowing exposure fits user risk profile	LiquidationThresholdMonitoring; CollateralStressTesting; DeleveragingSignal	Monitor positions near liquidation; Simulate collateral price shocks; Suggest debt repayment or collateral reinforcement decisions	4. Financial Literacy and Awareness; 6. Equitable and Fair Treatment of Consumers; 7. Disclosure and Transparency; 8. Quality Financial Products; 9. Responsible Business Conduct and Culture of Financial Services Providers and Intermediaries
eff5ef67c7f15708	Many USDe and sUSDe holders leverage their positions through high loan-to-value (LTV) lending pools.	2024-06-30	Aave v3	LTV	Operator	https://governance.aave.com/t/17191/11	Forum	Ethereum	Liquidation technical register	Abbreviation for loan-to-value, a core borrowing and liquidation risk parameter.	ForcedLiquidationRisk	Risk that an undercollateralized borrowing position is automatically closed, causing asset loss or penalties.	LiquidationRiskDisclosure; CollateralHealthWarning; SuitabilityWarning	Explain liquidation mechanics and penalties; Warn when collateral position approaches unsafe thresholds; Assess whether borrowing exposure fits user risk profile	LiquidationThresholdMonitoring; CollateralStressTesting; DeleveragingSignal	Monitor positions near liquidation; Simulate collateral price shocks; Suggest debt repayment or collateral reinforcement decisions	4. Financial Literacy and Awareness; 6. Equitable and Fair Treatment of Consumers; 7. Disclosure and Transparency; 8. Quality Financial Products; 9. Responsible Business Conduct and Culture of Financial Services Providers and Intermediaries
2060646bd8ab4696	Specification Proposed Changes: Conservative Decrease DAI and sDAI LTV by 12 Percentage Points, LT 1 Percentage Point Per 100M Deployed: Based on the details outlined in this https://governance.aave.com/t/generalized-lt-...	2024-04-02	Aave v3	LTV	Operator	https://governance.aave.com/t/17211/1	Forum	Ethereum	Liquidation technical register	Abbreviation for loan-to-value, a core borrowing and liquidation risk parameter.	ForcedLiquidationRisk	Risk that an undercollateralized borrowing position is automatically closed, causing asset loss or penalties.	LiquidationRiskDisclosure; CollateralHealthWarning; SuitabilityWarning	Explain liquidation mechanics and penalties; Warn when collateral position approaches unsafe thresholds; Assess whether borrowing exposure fits user risk profile	LiquidationThresholdMonitoring; CollateralStressTesting; DeleveragingSignal	Monitor positions near liquidation; Simulate collateral price shocks; Suggest debt repayment or collateral reinforcement decisions	4. Financial Literacy and Awareness; 6. Equitable and Fair Treatment of Consumers; 7. Disclosure and Transparency; 8. Quality Financial Products; 9. Responsible Business Conduct and Culture of Financial Services Providers and Intermediaries
ba6b3c02884115f0	Motivation Following a successful implementation of https://governance.aave.com/t/generalized-lt-ltv-reduction-on-aave/16766/ Ph...	2024-04-23	Aave v3	LTV	Operator	https://governance.aave.com/t/17455/1	Forum	Ethereum	Liquidation technical register	Abbreviation for loan-to-value, a core borrowing and liquidation risk parameter.	ForcedLiquidationRisk	Risk that an undercollateralized borrowing position is automatically closed, causing asset loss or penalties.	LiquidationRiskDisclosure; CollateralHealthWarning; SuitabilityWarning	Explain liquidation mechanics and penalties; Warn when collateral position approaches unsafe thresholds; Assess whether borrowing exposure fits user risk profile	LiquidationThresholdMonitoring; CollateralStressTesting; DeleveragingSignal	Monitor positions near liquidation; Simulate collateral price shocks; Suggest debt repayment or collateral reinforcement decisions	4. Financial Literacy and Awareness; 6. Equitable and Fair Treatment of Consumers; 7. Disclosure and Transparency; 8. Quality Financial Products; 9. Responsible Business Conduct and Culture of Financial Services Providers and Intermediaries
7b6c2ab3ffb3fda8	Parameter Value Isolation Mode Yes Borrowable Yes Collateral Enabled Yes Supply Cap (USDe) 80M Borrow Cap (USDe) 72M UOptimal 80% Slope1 9.00% Slope2 75.00% Debt Ceiling $40M LTV 7...	2024-05-13	Aave v3	LTV	Operator	https://governance.aave.com/t/17690/1	Forum	Ethereum	Liquidation technical register	Abbreviation for loan-to-value, a core borrowing and liquidation risk parameter.	ForcedLiquidationRisk	Risk that an undercollateralized borrowing position is automatically closed, causing asset loss or penalties.	LiquidationRiskDisclosure; CollateralHealthWarning; SuitabilityWarning	Explain liquidation mechanics and penalties; Warn when collateral position approaches unsafe thresholds; Assess whether borrowing exposure fits user risk profile	LiquidationThresholdMonitoring; CollateralStressTesting; DeleveragingSignal	Monitor positions near liquidation; Simulate collateral price shocks; Suggest debt repayment or collateral reinforcement decisions	4. Financial Literacy and Awareness; 6. Equitable and Fair Treatment of Consumers; 7. Disclosure and Transparency; 8. Quality Financial Products; 9. Responsible Business Conduct and Culture of Financial Services Providers and Intermediaries
265693320af0ca26	The AAVE WBTC collateral ratio is below MakerDAO level @75 % LTV, as well as ETH on AAVE which is a more volatile asset.	2020-12-17	Aave v3	LTV	Operator	https://governance.aave.com/t/1783/1	Forum	Ethereum	Liquidation technical register	Abbreviation for loan-to-value, a core borrowing and liquidation risk parameter.	ForcedLiquidationRisk	Risk that an undercollateralized borrowing position is automatically closed, causing asset loss or penalties.	LiquidationRiskDisclosure; CollateralHealthWarning; SuitabilityWarning	Explain liquidation mechanics and penalties; Warn when collateral position approaches unsafe thresholds; Assess whether borrowing exposure fits user risk profile	LiquidationThresholdMonitoring; CollateralStressTesting; DeleveragingSignal	Monitor positions near liquidation; Simulate collateral price shocks; Suggest debt repayment or collateral reinforcement decisions	4. Financial Literacy and Awareness; 6. Equitable and Fair Treatment of Consumers; 7. Disclosure and Transparency; 8. Quality Financial Products; 9. Responsible Business Conduct and Culture of Financial Services Providers and Intermediaries
b96b3ed8fb237713	The SNX LTV on AAVE still reflects the old 750% collateral ratio on mintr - this has now been updated to 500% on mintr, and SNX has continued to demonstrate a st...	2020-12-18	Aave v3	LTV	Operator	https://governance.aave.com/t/1791/1	Forum	Ethereum	Liquidation technical register	Abbreviation for loan-to-value, a core borrowing and liquidation risk parameter.	ForcedLiquidationRisk	Risk that an undercollateralized borrowing position is automatically closed, causing asset loss or penalties.	LiquidationRiskDisclosure; CollateralHealthWarning; SuitabilityWarning	Explain liquidation mechanics and penalties; Warn when collateral position approaches unsafe thresholds; Assess whether borrowing exposure fits user risk profile	LiquidationThresholdMonitoring; CollateralStressTesting; DeleveragingSignal	Monitor positions near liquidation; Simulate collateral price shocks; Suggest debt repayment or collateral reinforcement decisions	4. Financial Literacy and Awareness; 6. Equitable and Fair Treatment of Consumers; 7. Disclosure and Transparency; 8. Quality Financial Products; 9. Responsible Business Conduct and Culture of Financial Services Providers and Intermediaries
93c12a4f6eb76300	...ept of eMode (efficiency mode), an abstraction within the pool for configuring groups of assets with more capital-efficient risk configurations (LTV, Liquidation Threshold).	2024-09-13	Aave v3	LTV	Operator	https://governance.aave.com/t/19037/1	Forum	Ethereum	Liquidation technical register	Abbreviation for loan-to-value, a core borrowing and liquidation risk parameter.	ForcedLiquidationRisk	Risk that an undercollateralized borrowing position is automatically closed, causing asset loss or penalties.	LiquidationRiskDisclosure; CollateralHealthWarning; SuitabilityWarning	Explain liquidation mechanics and penalties; Warn when collateral position approaches unsafe thresholds; Assess whether borrowing exposure fits user risk profile	LiquidationThresholdMonitoring; CollateralStressTesting; DeleveragingSignal	Monitor positions near liquidation; Simulate collateral price shocks; Suggest debt repayment or collateral reinforcement decisions	4. Financial Literacy and Awareness; 6. Equitable and Fair Treatment of Consumers; 7. Disclosure and Transparency; 8. Quality Financial Products; 9. Responsible Business Conduct and Culture of Financial Services Providers and Intermediaries
fc7a5aedc3e7cae1	...following formula: APR = f(min(USDC debt, cbBTC value * max LTV) This formula considers the lower value between the user's USDC debt and the maximum loan-to-value (LTV) for their cbBTC holdings.	2024-10-28	Aave v3	LTV	Operator	https://governance.aave.com/t/19614/1	Forum	Ethereum	Liquidation technical register	Abbreviation for loan-to-value, a core borrowing and liquidation risk parameter.	ForcedLiquidationRisk	Risk that an undercollateralized borrowing position is automatically closed, causing asset loss or penalties.	LiquidationRiskDisclosure; CollateralHealthWarning; SuitabilityWarning	Explain liquidation mechanics and penalties; Warn when collateral position approaches unsafe thresholds; Assess whether borrowing exposure fits user risk profile	LiquidationThresholdMonitoring; CollateralStressTesting; DeleveragingSignal	Monitor positions near liquidation; Simulate collateral price shocks; Suggest debt repayment or collateral reinforcement decisions	4. Financial Literacy and Awareness; 6. Equitable and Fair Treatment of Consumers; 7. Disclosure and Transparency; 8. Quality Financial Products; 9. Responsible Business Conduct and Culture of Financial Services Providers and Intermediaries
f54d445c00811979	However, we recommend adjustments to the LT, LTV, and Liquidation Bonus parameters to reduce the liquidation ris...	2024-11-08	Aave v3	LTV	Operator	https://governance.aave.com/t/19703/2	Forum	Ethereum	Liquidation technical register	Abbreviation for loan-to-value, a core borrowing and liquidation risk parameter.	ForcedLiquidationRisk	Risk that an undercollateralized borrowing position is automatically closed, causing asset loss or penalties.	LiquidationRiskDisclosure; CollateralHealthWarning; SuitabilityWarning	Explain liquidation mechanics and penalties; Warn when collateral position approaches unsafe thresholds; Assess whether borrowing exposure fits user risk profile	LiquidationThresholdMonitoring; CollateralStressTesting; DeleveragingSignal	Monitor positions near liquidation; Simulate collateral price shocks; Suggest debt repayment or collateral reinforcement decisions	4. Financial Literacy and Awareness; 6. Equitable and Fair Treatment of Consumers; 7. Disclosure and Transparency; 8. Quality Financial Products; 9. Responsible Business Conduct and Culture of Financial Services Providers and Intermediaries
26fe4f45512f9a78	2024-11-29 Parameter Value Network Ethereum Isolation Mode Yes Borrowable No Collateral Enabled Yes Supply Cap 500 Borrow Cap - Debt Ceiling $900,000 LTV 70% LT 75% Liquidation Bonus 6% Liquidation Protocol F...	2024-11-19	Aave v3	LTV	Operator	https://governance.aave.com/t/19849/1	Forum	Ethereum	Liquidation technical register	Abbreviation for loan-to-value, a core borrowing and liquidation risk parameter.	ForcedLiquidationRisk	Risk that an undercollateralized borrowing position is automatically closed, causing asset loss or penalties.	LiquidationRiskDisclosure; CollateralHealthWarning; SuitabilityWarning	Explain liquidation mechanics and penalties; Warn when collateral position approaches unsafe thresholds; Assess whether borrowing exposure fits user risk profile	LiquidationThresholdMonitoring; CollateralStressTesting; DeleveragingSignal	Monitor positions near liquidation; Simulate collateral price shocks; Suggest debt repayment or collateral reinforcement decisions	4. Financial Literacy and Awareness; 6. Equitable and Fair Treatment of Consumers; 7. Disclosure and Transparency; 8. Quality Financial Products; 9. Responsible Business Conduct and Culture of Financial Services Providers and Intermediaries
ddf06c9ef40f816d	Parameter Value Network Ethereum Isolation Mode No Borrowable No Collateral Enabled Yes Supply Cap 750 Borrow Cap - Debt Ceiling - LTV 67% LT 72% Liquidation Bonus 10% Liquidation Protocol Fee 10% Variable Base - Variable Slope1 - Variable Slope2 - Uoptimal - Reserve Factor - E-mode Parameter Value Value A...	2024-12-10	Aave v3	LTV	Operator	https://governance.aave.com/t/20141/1	Forum	Ethereum	Liquidation technical register	Abbreviation for loan-to-value, a core borrowing and liquidation risk parameter.	ForcedLiquidationRisk	Risk that an undercollateralized borrowing position is automatically closed, causing asset loss or penalties.	LiquidationRiskDisclosure; CollateralHealthWarning; SuitabilityWarning	Explain liquidation mechanics and penalties; Warn when collateral position approaches unsafe thresholds; Assess whether borrowing exposure fits user risk profile	LiquidationThresholdMonitoring; CollateralStressTesting; DeleveragingSignal	Monitor positions near liquidation; Simulate collateral price shocks; Suggest debt repayment or collateral reinforcement decisions	4. Financial Literacy and Awareness; 6. Equitable and Fair Treatment of Consumers; 7. Disclosure and Transparency; 8. Quality Financial Products; 9. Responsible Business Conduct and Culture of Financial Services Providers and Intermediaries
812efcc067243872	...Parameter Proposed Value (Ethereum) Isolation Mode No Borrowable Yes Collateral Enabled No Supply Cap 50,000,000 Borrow Cap 5,000,000 Debt Ceiling - Loan-to-Value (LTV) - Liquidation Threshold (LT) - Liquidation Bonus - Liquidation Protocol Fee - Variable Base Rate 0% Variable Slope 1 6.5% Variable Slope 2 50%...	2024-12-16	Aave v3	LTV	Operator	https://governance.aave.com/t/20214/1	Forum	Ethereum	Liquidation technical register	Abbreviation for loan-to-value, a core borrowing and liquidation risk parameter.	ForcedLiquidationRisk	Risk that an undercollateralized borrowing position is automatically closed, causing asset loss or penalties.	LiquidationRiskDisclosure; CollateralHealthWarning; SuitabilityWarning	Explain liquidation mechanics and penalties; Warn when collateral position approaches unsafe thresholds; Assess whether borrowing exposure fits user risk profile	LiquidationThresholdMonitoring; CollateralStressTesting; DeleveragingSignal	Monitor positions near liquidation; Simulate collateral price shocks; Suggest debt repayment or collateral reinforcement decisions	4. Financial Literacy and Awareness; 6. Equitable and Fair Treatment of Consumers; 7. Disclosure and Transparency; 8. Quality Financial Products; 9. Responsible Business Conduct and Culture of Financial Services Providers and Intermediaries
684a49f4b1f7716b	Reserve Factor EURe Gnosis 20% 10% Create sDAI/EURe E-mode Parameter Value Value Asset sDAI EURe Collateral Yes No Borrowable No Yes Max LTV 85% 85% Liquidation Threshold 87.5% 87.5% Liquidation Bonus 5% 5% this will be implemented in a second AIP Parameter Value Asset osGNO Isolation Mode...	2024-12-20	Aave v3	LTV	Operator	https://governance.aave.com/t/20334/1	Forum	Ethereum	Liquidation technical register	Abbreviation for loan-to-value, a core borrowing and liquidation risk parameter.	ForcedLiquidationRisk	Risk that an undercollateralized borrowing position is automatically closed, causing asset loss or penalties.	LiquidationRiskDisclosure; CollateralHealthWarning; SuitabilityWarning	Explain liquidation mechanics and penalties; Warn when collateral position approaches unsafe thresholds; Assess whether borrowing exposure fits user risk profile	LiquidationThresholdMonitoring; CollateralStressTesting; DeleveragingSignal	Monitor positions near liquidation; Simulate collateral price shocks; Suggest debt repayment or collateral reinforcement decisions	4. Financial Literacy and Awareness; 6. Equitable and Fair Treatment of Consumers; 7. Disclosure and Transparency; 8. Quality Financial Products; 9. Responsible Business Conduct and Culture of Financial Services Providers and Intermediaries
6064bf6069c36ed5	Additionally, we recommend reducing the LT and LTV of the Stablecoin E-Mode on Optimism, which sUSD is part of, and setting sUSD LTV to 0.	2025-01-24	Aave v3	LTV	Operator	https://governance.aave.com/t/20793/1	Forum	Ethereum	Liquidation technical register	Abbreviation for loan-to-value, a core borrowing and liquidation risk parameter.	ForcedLiquidationRisk	Risk that an undercollateralized borrowing position is automatically closed, causing asset loss or penalties.	LiquidationRiskDisclosure; CollateralHealthWarning; SuitabilityWarning	Explain liquidation mechanics and penalties; Warn when collateral position approaches unsafe thresholds; Assess whether borrowing exposure fits user risk profile	LiquidationThresholdMonitoring; CollateralStressTesting; DeleveragingSignal	Monitor positions near liquidation; Simulate collateral price shocks; Suggest debt repayment or collateral reinforcement decisions	4. Financial Literacy and Awareness; 6. Equitable and Fair Treatment of Consumers; 7. Disclosure and Transparency; 8. Quality Financial Products; 9. Responsible Business Conduct and Culture of Financial Services Providers and Intermediaries
b0fd050b68a26dde	title: [ARFC] Prime Instance - Restore ETH LTV author: @TokenLogic created: 2024-02-04 Summary This publication proposes restoring ETH's LTV to 82% on the Prime instance of Aave v3.	2025-02-04	Aave v3	LTV	Operator	https://governance.aave.com/t/20933/1	Forum	Ethereum	Liquidation technical register	Abbreviation for loan-to-value, a core borrowing and liquidation risk parameter.	ForcedLiquidationRisk	Risk that an undercollateralized borrowing position is automatically closed, causing asset loss or penalties.	LiquidationRiskDisclosure; CollateralHealthWarning; SuitabilityWarning	Explain liquidation mechanics and penalties; Warn when collateral position approaches unsafe thresholds; Assess whether borrowing exposure fits user risk profile	LiquidationThresholdMonitoring; CollateralStressTesting; DeleveragingSignal	Monitor positions near liquidation; Simulate collateral price shocks; Suggest debt repayment or collateral reinforcement decisions	4. Financial Literacy and Awareness; 6. Equitable and Fair Treatment of Consumers; 7. Disclosure and Transparency; 8. Quality Financial Products; 9. Responsible Business Conduct and Culture of Financial Services Providers and Intermediaries
8a36431d0baae3c3	We have worked with the https://aave.com/ Aave team in parameter optimization for V2, which includes loan-to-value ratio (LTV), liquidation threshold, and liquidation incentive values for various assets.	2021-01-15	Aave v3	LTV	Operator	https://governance.aave.com/t/2097/1	Forum	Ethereum	Liquidation technical register	Abbreviation for loan-to-value, a core borrowing and liquidation risk parameter.	ForcedLiquidationRisk	Risk that an undercollateralized borrowing position is automatically closed, causing asset loss or penalties.	LiquidationRiskDisclosure; CollateralHealthWarning; SuitabilityWarning	Explain liquidation mechanics and penalties; Warn when collateral position approaches unsafe thresholds; Assess whether borrowing exposure fits user risk profile	LiquidationThresholdMonitoring; CollateralStressTesting; DeleveragingSignal	Monitor positions near liquidation; Simulate collateral price shocks; Suggest debt repayment or collateral reinforcement decisions	4. Financial Literacy and Awareness; 6. Equitable and Fair Treatment of Consumers; 7. Disclosure and Transparency; 8. Quality Financial Products; 9. Responsible Business Conduct and Culture of Financial Services Providers and Intermediaries
05620b938debaa92	[ARFC] Update AAVE LTV and Liquidation Threshold Percentages Author: Leritu Date: 2025-02-07 Simple Summary: This ARFC seeks the community's input on adjusting AAVE's LTV p...	2025-02-07	Aave v3	LTV	Operator	https://governance.aave.com/t/20973/1	Forum	Ethereum	Liquidation technical register	Abbreviation for loan-to-value, a core borrowing and liquidation risk parameter.	ForcedLiquidationRisk	Risk that an undercollateralized borrowing position is automatically closed, causing asset loss or penalties.	LiquidationRiskDisclosure; CollateralHealthWarning; SuitabilityWarning	Explain liquidation mechanics and penalties; Warn when collateral position approaches unsafe thresholds; Assess whether borrowing exposure fits user risk profile	LiquidationThresholdMonitoring; CollateralStressTesting; DeleveragingSignal	Monitor positions near liquidation; Simulate collateral price shocks; Suggest debt repayment or collateral reinforcement decisions	4. Financial Literacy and Awareness; 6. Equitable and Fair Treatment of Consumers; 7. Disclosure and Transparency; 8. Quality Financial Products; 9. Responsible Business Conduct and Culture of Financial Services Providers and Intermediaries
e4a49bbf2d401d16	title: [Risk Stewards] rsETH LTV & LT Update author: @TokenLogic created: 2025-03-07 Summary This publication proposes revising the rsETH LTV & LT to match other LRTs on Aave Protoco...	2025-03-07	Aave v3	LTV	Operator	https://governance.aave.com/t/21305/1	Forum	Ethereum	Liquidation technical register	Abbreviation for loan-to-value, a core borrowing and liquidation risk parameter.	ForcedLiquidationRisk	Risk that an undercollateralized borrowing position is automatically closed, causing asset loss or penalties.	LiquidationRiskDisclosure; CollateralHealthWarning; SuitabilityWarning	Explain liquidation mechanics and penalties; Warn when collateral position approaches unsafe thresholds; Assess whether borrowing exposure fits user risk profile	LiquidationThresholdMonitoring; CollateralStressTesting; DeleveragingSignal	Monitor positions near liquidation; Simulate collateral price shocks; Suggest debt repayment or collateral reinforcement decisions	4. Financial Literacy and Awareness; 6. Equitable and Fair Treatment of Consumers; 7. Disclosure and Transparency; 8. Quality Financial Products; 9. Responsible Business Conduct and Culture of Financial Services Providers and Intermediaries
2f43700d9eeeab0e	Summary LlamaRisk supports this change in LT & LTV for the emode rsETH/wstETH market on Prime and Core instances.	2025-03-12	Aave v3	LTV	Operator	https://governance.aave.com/t/21305/2	Forum	Ethereum	Liquidation technical register	Abbreviation for loan-to-value, a core borrowing and liquidation risk parameter.	ForcedLiquidationRisk	Risk that an undercollateralized borrowing position is automatically closed, causing asset loss or penalties.	LiquidationRiskDisclosure; CollateralHealthWarning; SuitabilityWarning	Explain liquidation mechanics and penalties; Warn when collateral position approaches unsafe thresholds; Assess whether borrowing exposure fits user risk profile	LiquidationThresholdMonitoring; CollateralStressTesting; DeleveragingSignal	Monitor positions near liquidation; Simulate collateral price shocks; Suggest debt repayment or collateral reinforcement decisions	4. Financial Literacy and Awareness; 6. Equitable and Fair Treatment of Consumers; 7. Disclosure and Transparency; 8. Quality Financial Products; 9. Responsible Business Conduct and Culture of Financial Services Providers and Intermediaries
21a49ac9363b0003	For ease of reference, those publications are referenced below: https://governance.aave.com/t/arfc-wsteth-and-weeth-e-modes-and-lt-ltv-adjustments-on-ethereum-arbitrum-base-03-12-25/21370 [ARFC] wstETH and weETH E-Modes and LT/LTV Adjustments on Ethereum, Arbitrum, Base - 03.12.25 ht...	2025-04-08	Aave v3	LTV	Operator	https://governance.aave.com/t/21739/1	Forum	Ethereum	Liquidation technical register	Abbreviation for loan-to-value, a core borrowing and liquidation risk parameter.	ForcedLiquidationRisk	Risk that an undercollateralized borrowing position is automatically closed, causing asset loss or penalties.	LiquidationRiskDisclosure; CollateralHealthWarning; SuitabilityWarning	Explain liquidation mechanics and penalties; Warn when collateral position approaches unsafe thresholds; Assess whether borrowing exposure fits user risk profile	LiquidationThresholdMonitoring; CollateralStressTesting; DeleveragingSignal	Monitor positions near liquidation; Simulate collateral price shocks; Suggest debt repayment or collateral reinforcement decisions	4. Financial Literacy and Awareness; 6. Equitable and Fair Treatment of Consumers; 7. Disclosure and Transparency; 8. Quality Financial Products; 9. Responsible Business Conduct and Culture of Financial Services Providers and Intermediaries
167d693dd6814ff6	....aave.com/t/arfc-rseth-ltv-lt-update/21305/1 [ARFC] rsETH LTV & LT Update https://governance.aave.com/t/arfc-core-instance-add-ezeth-and-update-rseth-emode-parameters/21505 [ARFC] Core Instance - Add ezETH and update rsETH eMode Parameters https://governance.aave.com/t/risk-stewards-wsteth-weth-emode-upd...	2025-04-08	Aave v3	LTV	Operator	https://governance.aave.com/t/21739/1	Forum	Ethereum	Liquidation technical register	Abbreviation for loan-to-value, a core borrowing and liquidation risk parameter.	ForcedLiquidationRisk	Risk that an undercollateralized borrowing position is automatically closed, causing asset loss or penalties.	LiquidationRiskDisclosure; CollateralHealthWarning; SuitabilityWarning	Explain liquidation mechanics and penalties; Warn when collateral position approaches unsafe thresholds; Assess whether borrowing exposure fits user risk profile	LiquidationThresholdMonitoring; CollateralStressTesting; DeleveragingSignal	Monitor positions near liquidation; Simulate collateral price shocks; Suggest debt repayment or collateral reinforcement decisions	4. Financial Literacy and Awareness; 6. Equitable and Fair Treatment of Consumers; 7. Disclosure and Transparency; 8. Quality Financial Products; 9. Responsible Business Conduct and Culture of Financial Services Providers and Intermediaries
070d6ebcc26d5c2b	...05-18 Specification Parameter Value Asset osGNO Isolation Mode N/A Borrowable No Collateral Enabled Yes Supply Cap 32,000 Borrow Cap - Debt Ceiling - LTV 40% LT 45% Liquidation Bonus 10% Liquidation Protocol Fee 10% Variable Base - Variable Slope1 - Variable Slope2 - Uoptimal - Reserve Factor - Stable...	2025-05-12	Aave v3	LTV	Operator	https://governance.aave.com/t/22033/1	Forum	Ethereum	Liquidation technical register	Abbreviation for loan-to-value, a core borrowing and liquidation risk parameter.	ForcedLiquidationRisk	Risk that an undercollateralized borrowing position is automatically closed, causing asset loss or penalties.	LiquidationRiskDisclosure; CollateralHealthWarning; SuitabilityWarning	Explain liquidation mechanics and penalties; Warn when collateral position approaches unsafe thresholds; Assess whether borrowing exposure fits user risk profile	LiquidationThresholdMonitoring; CollateralStressTesting; DeleveragingSignal	Monitor positions near liquidation; Simulate collateral price shocks; Suggest debt repayment or collateral reinforcement decisions	4. Financial Literacy and Awareness; 6. Equitable and Fair Treatment of Consumers; 7. Disclosure and Transparency; 8. Quality Financial Products; 9. Responsible Business Conduct and Culture of Financial Services Providers and Intermediaries
b646b2aef80ac42e	On Ethereum, LBTC's current E-mode parameters are 84% LTV and 86% LT.	2025-05-28	Aave v3	LTV	Operator	https://governance.aave.com/t/22199/1	Forum	Ethereum	Liquidation technical register	Abbreviation for loan-to-value, a core borrowing and liquidation risk parameter.	ForcedLiquidationRisk	Risk that an undercollateralized borrowing position is automatically closed, causing asset loss or penalties.	LiquidationRiskDisclosure; CollateralHealthWarning; SuitabilityWarning	Explain liquidation mechanics and penalties; Warn when collateral position approaches unsafe thresholds; Assess whether borrowing exposure fits user risk profile	LiquidationThresholdMonitoring; CollateralStressTesting; DeleveragingSignal	Monitor positions near liquidation; Simulate collateral price shocks; Suggest debt repayment or collateral reinforcement decisions	4. Financial Literacy and Awareness; 6. Equitable and Fair Treatment of Consumers; 7. Disclosure and Transparency; 8. Quality Financial Products; 9. Responsible Business Conduct and Culture of Financial Services Providers and Intermediaries
7061ff507963e755	We propose increasing them to 86% LTV and 88% LT.	2025-05-28	Aave v3	LTV	Operator	https://governance.aave.com/t/22199/1	Forum	Ethereum	Liquidation technical register	Abbreviation for loan-to-value, a core borrowing and liquidation risk parameter.	ForcedLiquidationRisk	Risk that an undercollateralized borrowing position is automatically closed, causing asset loss or penalties.	LiquidationRiskDisclosure; CollateralHealthWarning; SuitabilityWarning	Explain liquidation mechanics and penalties; Warn when collateral position approaches unsafe thresholds; Assess whether borrowing exposure fits user risk profile	LiquidationThresholdMonitoring; CollateralStressTesting; DeleveragingSignal	Monitor positions near liquidation; Simulate collateral price shocks; Suggest debt repayment or collateral reinforcement decisions	4. Financial Literacy and Awareness; 6. Equitable and Fair Treatment of Consumers; 7. Disclosure and Transparency; 8. Quality Financial Products; 9. Responsible Business Conduct and Culture of Financial Services Providers and Intermediaries
12da7575b2d9e44c	On Base, LBTC is currently configured with 82% LTV and 84% LT in E-mode.	2025-05-28	Aave v3	LTV	Operator	https://governance.aave.com/t/22199/1	Forum	Ethereum	Liquidation technical register	Abbreviation for loan-to-value, a core borrowing and liquidation risk parameter.	ForcedLiquidationRisk	Risk that an undercollateralized borrowing position is automatically closed, causing asset loss or penalties.	LiquidationRiskDisclosure; CollateralHealthWarning; SuitabilityWarning	Explain liquidation mechanics and penalties; Warn when collateral position approaches unsafe thresholds; Assess whether borrowing exposure fits user risk profile	LiquidationThresholdMonitoring; CollateralStressTesting; DeleveragingSignal	Monitor positions near liquidation; Simulate collateral price shocks; Suggest debt repayment or collateral reinforcement decisions	4. Financial Literacy and Awareness; 6. Equitable and Fair Treatment of Consumers; 7. Disclosure and Transparency; 8. Quality Financial Products; 9. Responsible Business Conduct and Culture of Financial Services Providers and Intermediaries
